"group","WATER_2006","APR_MAY_07","SUMMER_07"
4,39,42,49
3,54,20,47
2,28,15,28
4,38,4,8
3,65,22,38
4,104,20,56
2,26,16,23
4,89,30,55
4,41,9,26
4,36,10,14
4,32,11,19
3,62,13,32
4,24,6,21
3,58,16,37
4,94,26,56
4,31,9,13
4,108,21,42
4,110,27,72
4,90,11,35
4,44,17,29
4,70,20,33
4,26,6,11
1,40,15,24
3,26,17,16
4,29,5,10
3,75,22,47
3,62,10,19
4,42,14,30
4,43,11,27
3,51,9,25
4,201,44,170
4,164,71,100
4,26,8,16
4,27,7,24
4,27,9,23
4,41,13,26
4,63,24,36
4,33,9,15
1,53,13,28
3,37,8,17
4,27,13,20
3,29,8,18
3,35,12,23
2,81,24,41
4,106,29,55
2,68,16,40
3,43,16,24
4,32,2,9
2,67,21,68
4,39,15,20
4,24,9,6
1,35,8,16
1,31,12,29
2,42,15,28
2,32,11,20
4,33,5,15
2,49,13,27
4,62,15,59
4,140,16,75
4,56,15,51
4,31,12,23
1,59,9,7
4,73,0,0
4,54,21,30
4,95,28,49
3,31,14,16
4,39,8,19
4,37,16,35
4,83,4,54
1,48,4,19
4,40,11,24
3,38,7,31
4,86,13,44
4,59,18,31
4,67,17,43
4,57,21,49
4,69,16,70
1,95,19,64
4,97,20,76
4,34,9,16
4,46,12,31
1,44,5,20
4,25,12,32
4,40,3,71
3,29,38,35
4,118,28,78
3,24,7,17
1,39,14,29
1,28,6,14
3,41,21,58
4,62,17,35
4,43,11,29
4,34,11,28
4,26,6,16
4,26,8,24
4,176,62,120
4,25,7,0
4,43,9,8
2,29,7,14
4,116,20,73
3,63,14,28
4,67,15,48
4,33,12,24
2,50,13,37
4,47,14,26
4,25,11,11
2,70,16,30
4,82,16,39
4,30,9,21
4,37,8,23
4,32,12,19
3,76,31,42
2,143,19,56
4,259,37,99
1,92,14,29
3,135,42,66
4,41,13,18
4,64,26,82
3,142,22,103
4,54,11,21
4,27,8,17
2,43,13,13
2,25,7,18
4,67,26,24
4,34,9,22
4,102,27,58
1,188,123,45
4,46,16,36
3,79,22,42
1,34,9,18
4,29,10,3
4,111,24,49
1,58,0,0
2,41,13,23
3,30,14,40
4,95,26,74
4,175,42,70
4,103,30,62
4,128,33,30
4,167,32,89
4,29,10,17
4,108,32,79
3,113,31,77
1,33,11,17
1,44,14,35
4,32,8,22
4,67,19,57
2,55,9,28
4,38,16,27
4,38,7,13
4,57,13,30
4,29,10,24
2,64,11,30
4,60,13,25
4,28,10,18
4,89,26,66
4,33,9,25
4,56,18,38
2,91,9,48
4,27,13,39
4,50,21,52
1,46,11,32
4,191,68,115
1,66,24,62
2,59,15,37
4,44,7,13
4,47,12,16
2,30,17,38
4,32,6,13
1,111,39,42
4,46,22,38
4,140,29,74
4,33,12,24
4,36,10,25
1,130,48,179
4,38,11,22
4,88,31,51
4,78,58,179
1,30,10,23
2,31,8,20
4,26,11,17
4,35,12,23
4,55,19,42
4,28,8,14
4,26,21,20
3,93,19,49
4,37,16,40
2,24,12,15
3,204,35,123
2,94,14,41
4,66,19,34
1,61,22,45
4,100,21,54
4,386,109,210
4,92,32,74
4,31,11,12
4,98,43,102
2,24,7,16
4,27,9,16
4,23,7,16
4,24,7,14
2,32,13,26
1,33,14,11
4,32,11,18
4,89,27,57
4,66,19,42
4,44,11,28
4,53,9,20
4,41,12,31
4,73,23,48
4,25,2,1
3,55,9,29
4,37,12,20
4,44,19,25
1,29,8,25
3,183,59,112
4,45,14,32
2,122,32,95
4,52,4,21
4,41,16,32
4,54,18,33
4,64,30,31
4,79,24,51
4,36,13,25
4,151,121,136
4,32,10,25
3,43,5,9
4,27,9,20
4,34,13,24
4,24,6,13
4,90,25,77
4,141,45,95
4,62,18,41
4,92,36,80
4,70,27,35
4,127,56,79
3,134,13,27
3,111,26,46
4,126,32,73
4,24,6,31
4,157,47,68
4,60,18,54
1,128,39,105
4,162,14,25
1,77,21,39
1,156,48,186
1,148,42,82
4,57,20,58
3,33,9,20
4,29,8,27
4,27,4,2
4,47,12,38
2,35,10,19
4,37,9,16
3,158,67,59
4,56,19,36
3,41,9,30
4,38,14,24
2,52,18,30
4,59,11,22
4,53,8,16
2,41,12,4
3,27,10,35
4,136,20,104
3,110,28,65
4,31,5,16
4,65,18,33
2,74,8,60
4,66,15,30
4,97,31,64
4,33,12,30
2,50,12,38
4,31,8,24
4,32,8,24
4,32,13,50
2,35,26,27
1,43,17,54
2,50,13,14
2,130,49,55
4,37,13,31
3,40,15,40
4,76,10,35
4,43,3,16
4,52,12,50
4,55,16,39
4,123,32,85
2,24,6,13
1,54,22,35
2,30,3,17
4,43,12,28
4,39,11,23
3,29,11,11
4,158,59,109
2,31,11,31
4,43,9,11
3,84,14,39
4,59,14,46
4,102,18,73
1,28,9,25
4,26,8,15
1,33,10,19
4,78,23,55
4,26,12,1
4,79,28,29
1,100,11,29
4,33,11,22
1,32,11,20
4,58,15,32
3,42,10,21
4,89,27,41
4,73,16,27
4,97,17,31
4,212,52,115
4,71,23,42
4,44,14,29
3,80,14,30
2,109,24,74
4,27,5,68
4,30,10,19
4,129,38,59
4,96,21,37
4,244,60,103
3,120,28,55
4,37,7,15
4,27,9,19
4,49,16,30
2,37,10,14
4,47,5,0
4,77,19,39
3,48,14,40
4,152,38,144
4,42,13,26
1,40,11,22
4,123,32,69
4,23,6,14
3,29,13,14
4,23,8,20
4,38,8,18
4,43,13,31
2,45,16,36
2,72,15,18
4,72,19,37
4,35,12,22
4,54,8,39
4,89,9,57
4,37,10,17
4,117,34,83
1,45,6,14
4,30,7,18
4,62,22,43
4,26,15,11
4,65,24,51
4,68,16,63
1,33,9,18
2,67,18,63
4,32,10,15
4,29,11,20
2,39,9,17
4,26,9,17
4,33,4,11
3,71,23,62
4,69,14,33
4,31,9,22
4,47,13,37
2,46,18,32
2,31,8,19
4,123,19,122
4,32,5,12
4,111,34,69
2,38,16,18
4,28,9,15
4,62,26,32
4,62,17,78
2,44,13,24
4,46,16,36
4,27,9,16
4,35,10,24
4,111,42,96
2,54,5,7
3,33,7,14
4,25,7,15
4,43,9,32
4,38,14,20
4,38,16,63
4,31,13,120
4,36,11,27
3,69,15,27
3,48,21,27
2,93,32,47
4,47,14,27
3,86,13,29
4,85,14,34
2,167,36,96
4,203,45,140
2,52,19,25
2,38,15,30
4,314,172,370
1,32,9,22
4,31,17,23
4,57,19,23
4,39,15,34
4,52,6,35
4,81,10,56
4,46,18,38
4,84,18,47
4,30,10,25
4,26,8,21
1,47,10,16
4,34,12,22
3,26,11,19
4,24,7,13
4,47,7,35
4,47,9,45
4,43,10,21
4,31,10,20
1,82,13,69
4,44,12,35
4,30,8,11
4,98,28,62
2,45,15,27
2,23,9,17
4,31,6,15
2,74,16,23
4,32,18,28
1,40,13,19
1,35,10,14
4,23,10,15
4,29,8,19
4,31,11,19
1,35,8,20
3,37,10,30
3,53,14,38
2,55,23,46
2,33,5,9
1,40,12,18
1,107,31,45
4,24,5,11
3,61,22,32
4,36,11,26
1,81,16,34
4,29,10,20
4,45,8,45
2,86,15,22
2,110,13,46
4,53,19,45
4,74,24,51
4,23,6,12
4,29,8,11
4,110,27,27
4,24,8,20
4,39,11,23
4,52,13,36
3,57,19,49
1,25,8,10
4,831,124,471
4,135,26,56
4,30,4,17
4,24,3,24
2,44,9,14
4,30,8,18
4,43,12,22
4,47,9,23
4,32,10,19
4,36,10,31
4,140,18,88
4,31,11,22
3,133,49,87
4,52,15,24
1,48,50,102
4,103,22,54
4,34,9,16
4,25,8,16
4,35,11,19
4,36,14,13
4,57,5,22
4,51,14,41
4,63,17,46
4,54,18,26
1,35,14,20
2,59,27,45
4,135,37,42
4,114,35,89
4,110,20,37
4,33,9,14
4,119,45,71
4,48,16,16
1,23,11,18
4,28,9,22
4,42,13,19
4,190,30,96
4,36,12,42
2,85,11,38
4,50,16,23
4,45,10,41
4,64,15,40
1,68,17,34
3,39,14,21
4,34,8,12
4,66,15,84
4,62,9,35
4,94,37,102
4,35,27,94
1,89,31,39
4,66,22,46
1,26,7,174
4,38,9,26
4,118,20,78
3,45,15,27
1,47,11,28
3,27,7,16
3,85,14,65
4,29,7,17
4,239,46,115
4,101,29,57
4,124,36,61
4,201,20,69
3,152,27,128
4,70,10,52
4,47,17,66
4,98,20,65
2,79,18,69
4,33,7,15
4,48,12,33
1,28,15,22
4,60,25,47
3,88,14,26
4,27,3,0
4,45,18,29
4,71,34,63
3,36,12,26
1,60,21,39
2,47,18,28
4,29,9,18
4,30,13,16
4,23,8,15
4,30,17,26
4,39,11,19
4,29,10,24
2,42,19,25
4,57,18,34
4,112,47,63
4,132,60,102
4,65,12,44
3,95,27,46
4,93,42,49
4,107,15,38
4,126,37,77
4,38,8,16
4,56,24,91
1,45,17,32
4,35,8,16
1,30,9,17
4,47,19,24
4,83,38,80
4,129,27,50
4,30,11,17
4,76,17,30
4,40,13,12
4,39,9,18
4,59,35,57
4,30,10,16
4,85,22,60
4,74,19,46
4,110,23,24
4,72,17,57
3,61,17,41
4,60,19,28
4,27,9,12
4,227,38,126
4,35,13,34
1,29,10,13
4,105,15,43
4,32,14,32
4,155,27,61
4,24,7,19
3,43,14,27
4,30,10,14
4,164,41,122
4,99,17,70
2,58,16,36
2,27,10,41
4,30,9,16
4,135,23,33
4,151,75,97
2,55,19,37
4,49,19,37
4,76,13,106
4,27,8,13
4,25,15,14
4,29,9,21
1,43,14,27
1,29,8,14
2,136,33,121
3,155,27,73
2,103,13,22
4,45,15,20
4,24,8,13
3,33,8,18
2,28,9,21
4,55,12,36
4,46,13,60
4,38,9,17
4,54,19,25
4,134,32,96
3,88,32,83
4,44,14,43
2,50,22,35
4,59,72,35
4,57,8,17
4,40,16,27
2,64,20,45
4,46,10,26
4,33,11,31
2,26,7,13
4,50,11,19
4,63,14,32
4,46,32,24
4,33,12,25
1,56,21,41
4,32,11,21
4,59,19,19
4,103,34,70
4,39,13,22
4,55,10,21
2,106,17,90
4,69,28,19
2,55,13,31
4,98,28,32
1,55,15,29
3,307,62,259
4,55,7,15
4,34,10,19
4,41,3,5
4,35,11,47
4,24,3,7
3,28,8,24
4,25,7,22
4,119,52,88
4,55,17,36
1,50,16,34
3,36,17,23
4,36,13,26
3,28,9,23
4,63,12,36
4,82,15,37
4,178,28,54
4,60,21,42
1,52,0,6
3,29,0,14
4,36,13,25
1,40,12,24
4,26,8,22
4,167,23,75
4,85,29,70
4,88,23,67
3,66,15,47
4,53,13,35
4,79,22,37
2,48,13,25
4,50,21,30
4,202,44,31
4,59,14,142
4,40,12,26
1,42,15,23
1,65,16,31
4,61,12,55
4,67,8,16
4,82,17,21
4,23,5,7
4,61,20,27
4,144,14,65
2,74,21,38
3,39,11,20
4,148,40,55
1,63,19,29
4,51,18,34
2,33,17,26
4,150,10,21
2,38,8,22
4,33,9,21
1,270,52,126
4,39,16,43
4,35,11,20
2,28,9,19
4,41,2,4
4,64,22,48
4,85,9,34
3,46,7,31
4,75,9,33
4,73,7,95
4,84,16,61
3,102,28,84
1,41,13,40
4,47,20,37
4,32,17,40
4,83,26,35
4,66,21,32
4,55,29,46
4,79,19,56
3,90,7,56
1,91,17,62
3,129,32,95
4,46,14,29
4,50,10,20
4,65,18,49
1,45,15,14
3,34,16,41
4,400,104,203
3,95,26,74
1,32,8,13
4,160,48,107
2,55,17,27
4,80,22,53
4,82,14,26
1,53,8,17
4,65,20,45
4,25,6,11
1,33,8,17
4,64,9,30
4,26,12,16
3,57,13,50
2,33,10,28
4,67,24,38
1,36,11,19
4,60,21,34
4,32,12,19
1,65,9,22
4,61,20,40
4,53,13,33
3,78,32,66
1,45,32,54
2,66,22,39
1,65,19,70
4,138,12,85
2,25,6,17
4,26,9,19
4,107,19,25
4,35,13,23
4,71,15,30
4,30,1,11
4,100,22,71
4,24,9,17
3,44,0,16
3,38,12,26
4,45,7,17
1,35,16,31
4,33,9,24
4,92,29,56
4,73,25,59
4,35,8,117
4,34,11,25
3,53,14,33
3,134,26,61
4,26,9,20
1,67,11,34
4,124,38,88
4,26,16,38
4,37,16,28
4,26,7,10
4,58,17,49
4,80,19,59
3,41,10,20
4,76,18,60
4,98,28,68
3,25,10,19
4,40,13,27
4,33,10,25
4,28,14,38
4,81,13,24
4,193,49,118
2,43,12,25
4,54,18,41
4,53,16,36
3,197,64,184
2,103,35,56
4,29,12,18
1,40,11,26
4,31,7,20
4,27,8,18
4,53,16,28
4,28,9,28
3,117,25,59
3,48,12,14
4,105,35,84
1,26,8,13
4,84,18,46
3,71,21,46
4,36,11,29
4,52,13,35
4,30,10,16
4,24,7,14
3,31,6,14
3,62,19,46
1,24,9,19
4,41,14,29
3,44,17,29
4,124,40,63
4,150,40,58
4,108,27,81
4,42,16,30
4,53,23,15
4,54,12,23
4,61,2,40
2,32,11,14
4,39,13,40
4,48,9,23
2,201,63,90
4,28,9,20
3,55,19,42
1,175,51,72
3,40,14,26
4,34,7,19
1,25,4,12
4,29,9,18
4,58,23,47
3,31,12,18
1,30,8,18
4,48,15,51
4,85,18,48
3,71,21,51
4,32,12,24
2,37,10,23
4,44,11,16
4,31,5,0
4,40,16,28
3,37,13,19
2,24,8,15
1,61,17,62
3,49,12,23
2,69,23,48
4,32,7,15
4,80,14,40
4,142,32,65
1,56,20,69
4,78,27,47
4,51,22,22
4,36,13,20
1,44,15,28
4,28,10,17
2,41,17,29
4,46,15,25
1,88,9,61
1,36,10,19
1,45,11,30
4,26,11,23
4,251,39,128
4,75,41,47
4,26,5,16
4,33,16,67
4,34,11,20
2,30,16,19
4,108,12,14
4,68,11,51
4,34,9,17
3,58,17,34
4,64,11,37
4,35,16,35
4,45,27,14
4,60,20,39
4,37,15,14
4,26,7,15
1,26,7,5
1,67,21,47
4,34,8,20
1,69,16,43
4,30,10,23
2,71,29,57
2,44,14,27
4,26,6,13
4,44,14,24
3,36,13,24
4,31,7,13
4,41,10,22
4,34,9,45
4,63,13,39
4,36,12,23
4,27,8,13
4,80,31,55
4,134,42,72
4,79,13,32
1,57,39,25
4,72,19,54
4,26,10,17
3,38,5,6
4,27,10,18
4,72,17,45
4,28,4,29
4,64,19,40
4,36,3,32
4,32,11,27
4,31,10,25
4,47,21,27
2,57,17,46
4,247,45,107
4,71,18,44
4,51,19,40
4,25,6,17
1,51,17,31
4,96,41,27
4,53,17,30
1,77,7,64
3,122,21,48
4,57,11,36
1,57,17,27
4,45,8,31
1,70,10,17
3,46,20,32
4,33,12,23
3,51,0,8
4,40,13,25
4,167,51,89
3,29,10,15
4,64,17,32
4,36,6,11
4,57,15,31
4,38,6,10
3,210,32,92
1,79,25,47
4,73,15,30
4,28,9,3
4,50,13,20
4,48,17,50
4,141,50,102
4,117,19,52
1,27,9,14
3,73,19,34
3,35,10,36
4,109,33,60
4,122,35,67
4,20,14,12
4,99,22,81
4,44,24,41
4,71,12,55
1,49,12,26
1,58,10,53
4,93,8,24
2,41,16,34
4,86,12,63
4,106,40,54
1,120,40,159
4,36,10,17
4,27,10,21
4,27,8,14
4,75,11,35
4,47,9,28
4,54,30,65
2,35,10,30
4,84,26,65
4,146,27,42
4,59,19,37
1,71,16,41
4,43,11,40
2,37,13,22
4,31,13,23
4,33,6,13
4,30,10,27
4,45,16,29
4,91,31,73
2,89,36,64
4,197,14,21
4,60,16,63
4,124,25,79
4,94,28,71
4,49,13,25
1,54,23,45
2,30,10,21
4,26,9,19
4,34,8,13
4,33,9,19
4,73,24,60
1,32,22,40
4,142,27,92
4,72,59,66
4,222,23,120
1,35,10,48
4,75,16,27
4,29,11,16
4,63,7,28
4,46,13,32
4,23,4,13
4,48,16,39
3,62,24,39
3,42,17,34
4,27,8,16
2,40,14,28
4,53,17,7
4,26,8,19
4,66,25,50
4,27,3,9
2,49,23,34
4,28,9,23
2,43,15,33
2,62,13,30
4,53,21,16
4,24,5,11
4,33,12,20
4,25,7,18
4,31,5,5
2,92,29,25
4,119,36,68
4,59,22,13
4,29,9,21
3,65,15,38
4,37,10,18
4,22,5,13
4,39,15,26
1,27,9,19
2,26,8,9
4,46,12,22
4,26,8,14
4,41,11,19
4,57,25,15
4,30,10,20
4,97,22,53
4,114,25,70
4,38,13,23
1,30,3,30
4,29,2,30
1,82,15,45
4,46,9,43
2,27,8,20
4,143,30,76
4,28,6,13
3,161,29,138
3,42,7,9
1,42,14,26
4,23,1,0
4,81,22,25
4,47,15,35
3,46,14,37
1,64,12,35
4,70,20,38
4,34,13,0
4,62,24,40
4,33,12,20
4,50,9,13
4,40,11,23
4,47,18,25
4,58,19,66
4,82,23,55
4,146,37,98
4,82,43,61
4,28,8,13
4,52,30,30
4,57,20,40
4,36,12,20
3,39,17,24
4,36,14,28
4,51,14,34
1,34,9,26
4,97,15,36
1,44,19,46
4,104,56,56
4,95,28,55
4,107,41,122
4,34,7,3
4,56,17,39
1,101,15,37
4,73,13,52
4,61,15,48
4,27,9,26
4,111,31,106
4,148,32,129
4,45,17,33
4,50,6,20
2,83,13,60
4,134,29,76
1,52,5,15
4,50,22,28
4,130,22,61
4,73,10,51
3,57,29,69
4,43,5,17
4,39,3,7
3,64,23,65
3,47,10,30
4,57,15,72
1,71,23,49
2,117,14,52
4,70,16,63
3,72,14,50
4,57,8,46
4,62,15,28
1,55,11,49
4,56,13,22
3,46,42,41
3,32,18,49
4,89,22,58
4,41,14,57
4,38,13,31
4,65,12,36
3,35,11,19
4,27,17,32
3,24,7,18
4,44,11,23
3,79,43,50
4,72,23,44
4,47,18,44
4,47,6,38
4,111,30,51
4,50,8,27
4,24,7,16
4,115,42,108
4,270,5,67
4,31,15,22
4,58,15,45
4,74,5,80
3,41,8,34
4,27,10,21
4,30,9,16
4,47,9,19
4,43,13,20
4,31,17,0
4,268,79,172
4,35,8,13
2,28,8,7
4,24,8,15
4,83,27,45
4,34,14,27
4,41,14,31
2,163,58,80
1,22,3,22
4,38,10,23
4,168,92,133
1,31,8,12
4,85,35,52
2,29,9,16
4,136,18,32
4,181,27,54
1,83,17,35
4,41,9,20
4,27,0,6
4,56,20,52
1,29,11,18
4,59,18,26
2,31,15,20
3,41,12,23
4,61,49,72
3,85,17,43
4,63,14,32
1,34,5,17
4,63,20,44
4,84,35,49
4,34,8,20
1,289,112,229
4,40,9,24
4,33,10,18
4,55,16,71
4,32,7,24
4,37,9,27
4,57,16,33
2,51,11,29
4,55,10,21
4,162,26,62
4,50,6,68
4,67,11,44
4,172,34,97
4,33,12,23
4,34,11,29
4,34,3,21
4,138,43,105
2,26,8,15
4,80,18,25
1,34,3,7
4,25,8,18
4,37,14,39
1,59,15,32
3,68,27,31
4,59,22,52
4,28,9,21
4,36,12,16
4,44,14,24
4,59,19,31
1,39,11,27
4,150,34,104
4,30,12,24
2,32,6,19
4,34,11,20
1,41,10,16
1,32,11,27
4,29,5,24
4,43,11,21
4,41,11,24
4,37,5,28
3,71,20,22
3,26,6,13
4,59,20,37
4,68,15,35
3,32,12,26
1,39,12,26
3,32,13,20
4,25,8,20
4,72,11,19
3,27,18,35
4,28,10,29
4,78,23,35
1,24,12,36
4,34,10,24
2,34,11,17
2,30,11,23
4,28,14,9
4,110,56,87
1,37,12,26
2,62,11,24
4,75,22,40
4,35,9,16
1,46,14,23
4,27,8,12
4,40,2,26
4,44,10,1
4,36,13,28
2,36,10,20
3,41,12,1
1,58,15,19
2,114,41,80
3,36,18,39
3,79,6,10
3,31,10,21
4,61,13,21
4,63,19,45
4,45,9,15
4,53,12,47
4,38,9,28
4,44,12,23
4,46,8,22
4,57,16,20
1,104,21,62
3,41,9,14
1,49,17,23
1,61,13,31
4,41,5,28
4,45,9,34
1,45,15,39
4,25,6,16
3,24,9,14
2,31,6,15
1,38,14,22
4,30,12,16
4,45,15,28
4,50,15,31
4,37,19,24
4,35,10,20
4,66,31,33
4,87,29,70
4,266,107,127
4,24,28,38
3,285,83,145
3,164,42,115
4,60,24,24
4,128,42,59
4,46,17,26
4,25,7,16
4,63,34,35
2,37,10,16
4,184,42,200
4,60,14,26
4,94,21,65
4,52,36,50
1,25,7,19
4,52,14,31
2,40,17,21
3,146,54,114
3,31,14,14
1,24,7,13
4,77,25,43
4,103,36,71
4,108,28,73
1,43,8,31
4,25,5,24
4,84,13,49
4,39,10,36
4,29,10,19
3,41,13,45
4,98,36,69
4,37,9,22
4,48,5,47
4,135,29,84
4,39,0,23
3,24,12,17
4,242,27,119
4,63,12,37
4,41,14,31
4,23,9,15
4,33,7,23
3,25,10,19
4,34,12,6
1,29,10,5
4,125,38,56
1,25,7,54
1,25,8,15
4,46,17,76
2,30,6,13
4,70,32,61
4,26,10,19
3,45,15,26
1,152,35,43
4,75,15,26
2,44,12,35
4,35,9,22
4,51,16,23
4,45,9,32
4,37,9,14
4,31,5,12
4,134,36,64
4,47,10,34
4,73,32,84
4,49,15,46
4,147,22,40
3,160,36,151
2,46,21,17
4,41,11,35
4,41,10,29
2,34,6,27
1,33,10,32
3,34,10,18
4,98,41,62
4,69,14,33
4,27,9,20
4,42,13,36
4,61,19,33
4,67,14,36
4,41,10,23
4,45,17,27
4,46,15,31
4,32,9,22
4,41,10,36
4,54,13,59
4,64,12,89
4,88,23,55
4,30,18,13
4,68,30,41
4,39,51,125
4,25,6,17
3,45,14,27
4,36,13,31
4,30,11,19
3,68,12,37
4,58,16,35
1,37,11,33
4,22,5,9
4,25,6,14
2,27,12,17
4,41,11,38
4,39,15,26
4,26,9,10
2,32,8,17
4,93,28,53
4,41,11,26
2,31,10,15
4,115,26,67
4,50,11,27
4,123,21,63
1,41,0,0
1,39,11,21
4,43,11,27
4,64,15,48
4,34,8,19
4,64,11,27
1,37,12,21
4,67,15,81
3,38,12,25
4,62,4,8
4,99,27,28
3,118,30,68
4,46,14,25
4,110,31,67
1,32,13,29
2,36,9,19
1,69,26,54
1,121,28,54
4,29,9,17
4,35,22,38
4,86,28,7
3,33,11,29
4,107,24,102
3,25,8,13
3,98,32,42
1,65,9,46
4,20,6,21
3,25,9,17
4,44,16,32
4,28,7,15
4,90,21,44
4,102,27,94
4,48,17,26
4,31,11,20
4,29,11,25
1,88,26,50
4,23,5,11
4,237,62,120
4,32,14,19
3,44,7,17
1,33,8,34
2,35,16,28
1,118,30,153
4,43,65,25
4,36,16,19
4,32,11,19
2,33,9,22
4,44,11,25
4,28,9,22
4,32,7,17
4,23,6,11
4,25,5,11
4,36,8,20
2,25,11,22
4,53,36,44
2,36,12,23
4,99,31,39
2,111,28,46
4,56,17,26
4,71,22,36
2,95,22,55
4,69,10,36
2,71,20,68
2,71,24,42
4,29,9,16
4,48,20,42
4,24,9,15
4,32,11,25
4,34,15,16
2,77,24,59
1,201,19,34
4,45,14,29
4,47,10,50
4,103,34,75
2,35,14,22
4,35,12,20
2,69,13,55
2,53,14,23
2,47,14,22
3,65,15,48
4,156,34,186
4,149,44,87
3,25,8,14
4,38,15,23
4,40,11,22
4,58,12,20
1,70,27,51
3,41,16,18
4,25,8,17
4,45,10,26
4,33,14,33
3,62,9,23
3,33,10,17
4,107,28,66
4,63,9,55
3,61,13,31
4,69,15,56
4,51,17,29
4,36,10,24
4,37,14,28
1,53,4,7
2,91,30,62
4,28,8,23
4,25,7,13
4,36,13,16
4,23,8,19
4,54,24,49
4,49,20,35
2,67,10,26
4,44,15,28
1,37,10,18
4,537,129,421
1,257,68,170
4,55,21,40
2,113,14,46
3,115,22,36
4,26,10,15
4,28,10,14
4,26,13,30
4,49,16,44
2,50,12,23
1,124,17,29
4,110,20,17
4,40,12,24
4,27,11,29
4,26,14,18
3,233,40,142
4,70,17,57
4,76,22,53
4,96,33,57
4,104,28,90
4,39,10,28
4,67,20,57
4,66,22,70
4,54,14,56
4,54,11,42
4,68,20,30
3,31,6,14
1,61,11,28
3,49,13,29
4,28,9,23
4,37,8,12
1,26,7,23
2,32,10,33
4,44,12,39
4,89,16,41
3,68,18,53
4,60,23,38
3,44,10,28
1,29,6,16
4,25,9,21
4,32,4,5
4,45,18,50
3,43,2,20
4,32,10,29
3,23,12,37
4,37,11,21
4,33,11,21
4,37,12,22
4,105,8,50
4,31,8,17
4,33,9,21
4,41,15,28
4,36,10,18
4,160,17,18
4,38,8,13
4,30,10,19
4,52,9,20
4,43,10,21
4,92,27,42
4,49,17,22
4,68,14,63
4,51,10,23
1,159,53,79
2,123,27,119
4,67,11,33
3,71,21,30
1,38,9,31
4,39,5,22
1,114,28,66
3,69,11,36
4,89,24,55
4,40,7,1
2,26,10,32
4,80,28,36
4,145,27,132
4,84,18,63
4,61,27,78
4,36,20,22
4,33,10,21
2,78,20,46
4,36,12,23
3,29,7,17
4,62,16,24
3,31,8,17
2,33,12,25
4,58,11,37
4,37,9,20
4,52,15,34
4,30,11,30
4,51,10,25
4,30,6,16
4,72,24,30
4,75,29,101
2,79,14,50
4,90,38,85
4,40,5,10
4,36,0,0
4,29,12,12
4,90,38,81
4,36,11,19
4,30,9,19
3,46,13,30
4,42,0,14
4,50,15,24
4,57,25,39
4,57,15,23
4,27,18,10
4,52,23,35
4,188,17,54
4,190,70,143
4,50,17,48
4,47,13,31
4,155,18,59
4,132,48,91
4,114,40,48
2,107,25,66
4,186,48,155
4,36,13,23
4,25,4,12
4,27,8,11
4,62,20,55
4,92,23,66
4,32,11,13
1,26,14,14
2,42,20,23
2,71,20,30
4,47,11,21
4,26,12,19
3,366,95,205
2,197,58,111
3,36,9,19
4,51,14,33
3,120,12,75
4,158,46,102
4,106,33,71
1,58,9,17
4,131,44,43
1,100,35,72
4,77,14,32
4,30,6,14
4,111,37,68
4,26,8,16
4,109,10,21
4,30,11,24
4,36,10,19
4,56,17,31
4,55,25,70
2,120,10,26
3,32,14,26
2,59,18,37
4,217,48,129
4,95,32,93
2,80,23,68
4,96,33,55
4,89,10,52
4,27,9,20
4,65,11,29
4,80,18,39
4,35,10,22
4,30,8,0
4,28,10,18
2,30,12,21
4,76,17,44
4,52,15,30
4,119,36,96
4,37,15,24
4,72,20,44
3,25,3,6
4,287,79,177
2,35,17,33
2,66,5,27
4,32,12,30
2,25,9,15
4,101,34,102
4,111,85,140
1,85,3,45
1,73,16,32
4,65,29,38
3,62,19,22
1,112,10,38
4,29,8,21
4,26,5,15
1,67,7,14
3,31,7,16
4,38,12,25
2,31,14,24
4,36,9,29
4,78,21,67
4,52,17,30
2,158,23,192
4,64,18,29
4,118,36,65
4,43,8,21
4,27,9,17
1,41,9,18
4,70,24,40
4,48,7,35
4,84,18,41
4,70,50,37
4,30,12,17
3,73,29,61
4,34,7,18
4,75,6,47
4,66,6,9
4,28,7,25
4,74,16,24
4,41,5,9
4,72,17,41
4,49,15,19
1,36,25,26
4,28,10,19
4,93,17,54
3,24,8,15
4,99,23,101
4,41,16,28
4,46,7,15
2,69,25,45
4,45,13,44
1,25,12,16
4,87,31,43
2,44,22,28
4,57,16,30
4,46,12,31
4,86,26,56
2,44,16,22
4,101,37,62
4,64,17,39
4,159,29,88
4,104,30,79
4,32,15,11
4,58,15,31
2,32,8,13
2,84,38,41
4,71,57,42
4,35,9,23
4,56,23,33
4,32,11,24
4,39,13,23
4,332,103,221
4,55,14,30
4,26,4,14
2,52,11,30
4,42,9,15
1,44,13,26
4,205,45,74
4,125,18,73
1,42,13,32
4,25,33,53
3,39,12,22
4,42,10,31
4,137,34,131
4,75,14,28
4,77,20,50
4,24,10,18
4,39,9,15
4,30,11,20
2,34,12,21
4,46,16,32
4,23,8,17
4,35,10,27
4,38,11,28
4,46,6,13
4,51,16,32
3,47,22,73
4,31,4,25
2,46,12,26
3,28,11,15
4,76,19,62
4,89,34,84
2,24,8,15
4,139,38,77
4,73,9,7
4,30,12,25
4,26,8,18
1,90,37,63
4,100,17,56
4,33,14,31
4,35,8,68
4,30,10,15
1,108,21,95
3,46,16,35
4,35,19,44
4,33,13,17
